State,Issuer_Id,Issuer_Name,Is_Issuer_New_to_Exchange,Issuer_Claims_Received_In_Network,Issuer_Claims_Denied_In_Network,Denial_Rate,Plan_Id,Plan_Type,Metal_Level,Plan_Claims_Received,Plan_Claims_Received_In_Network,Plan_Claims_Received_Out_Of_Network,Plan_Claims_Denied,Plan_Claims_Denied_In_Network,Plan_Claims_Denied_Out_Of_Network,Plan_Denial_Rate,Plan_Claims_Denial_Rate_In_Network,Plan_Claims_Denial_Rate_Out_Of_Network,Plan_Claims_Resubmitted_In_Network,Plan_Claims_Resubmitted_Out_Of_Network,Plan_Claims_Denied_Due_To_Referral_Required,Plan_Claims_Denied_Due_To_Out_Of_Network,Plan_Claims_Denied_Due_To_Services_Excluded,Plan_Claims_Denied_Due_To_Not_Medically_Necessary,Plan_Claims_Denied_Due_To_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Claims_Denied_Due_To_Not_Medically_Necessary_Only_Behavioral_Health,Plan_Claims_Denied_Due_To_Enrollee_Benefit_Limit_Reached,Plan_Claims_Denied_Due_To_Member_Not_Covered,Plan_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Procedure,Plan_Claims_Denied_Due_To_Administrative_Reason,Plan_Claims_Denied_Due_To_Other,Plan_Claims_Denied_Proportion_Due_To_Referral_Required,Plan_Claims_Denied_Proportion_Due_To_Services_Excluded,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary_Only_Behavioral_Health,Plan_Claims_Denied_Proportion_Due_To_Enrollee_Benefit_Limit_Reached,Plan_Claims_Denied_Proportion_Due_To_Member_Not_Covered,Plan_Claims_Denied_Proportion_Due_To_Investigational_Experimental_Cosmetic_Procedure,Plan_Claims_Denied_Proportion_Due_To_Administrative_Reason,Plan_Claims_Denied_Proportion_Due_To_Other,Average_Monthly_Enrollment,Average_Monthly_Disenrollment
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0090009,HMO,Bronze Expanded,17646,17085,561,1007,592,415,0.057066757,0.034650278,0.739750446,318,17,**,306,97,15,15,**,24,35,**,**,518,,0.140783745,0.021770682,0.021770682,,0.034833091,0.050798258,,,0.751814224,601,64
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0090015,HMO,Catastrophic,979,867,112,112,53,59,0.114402451,0.061130334,0.526785714,**,**,**,54,**,,**,**,**,13,**,**,34,,,,,,,0.276595745,,,0.723404255,80,19
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0090016,HMO,Silver,22223,21408,815,1236,694,542,0.055618053,0.032417788,0.665030675,319,**,**,397,102,28,28,**,41,29,**,**,628,,0.123188406,0.033816425,0.033816425,,0.049516908,0.035024155,,,0.758454106,548,77
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0090018,HMO,Gold,60909,58537,2372,3073,1904,1169,0.050452314,0.032526436,0.492833052,913,28,30,964,426,52,52,**,80,94,**,**,1420,0.014272122,0.202664129,0.024738344,0.024738344,,0.038058991,0.044719315,,,0.675547098,1522,189
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0090026,HMO,Bronze Expanded,3402,3274,128,150,84,66,0.044091711,0.025656689,0.515625,31,**,**,60,31,,**,**,**,**,**,**,55,,0.360465116,,,,,,,,0.639534884,137,17
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0090027,HMO,Silver,37502,35314,2188,2452,1335,1117,0.06538318,0.037803704,0.510511883,822,172,106,859,216,31,31,**,47,**,**,**,1185,0.066876972,0.136277603,0.01955836,0.01955836,,0.029652997,,,,0.747634069,982,103
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0090028,HMO,Gold,8139,7742,397,437,206,231,0.0536921,0.026608112,0.58186398,106,**,**,191,50,,**,**,**,**,**,**,175,,0.222222222,,,,,,,,0.777777778,249,37
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0120001,PPO,Gold,55751,53979,1772,3600,3035,565,0.064572833,0.056225569,0.318848758,1506,**,167,129,509,74,74,**,467,121,16,**,2107,0.04825195,0.147067322,0.021381104,0.021381104,,0.134932101,0.034960994,0.004622941,,0.608783589,1815,182
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0120003,PPO,Silver,2522,2431,91,217,175,42,0.086042823,0.071986837,0.461538462,41,**,**,22,14,,**,**,**,28,**,**,143,,0.075675676,,,,,0.151351351,,,0.772972973,74,20
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0120005,PPO,Silver,60699,58524,2175,4157,3378,779,0.068485478,0.05771991,0.35816092,1435,**,180,29,389,84,84,**,443,136,14,**,2874,0.04368932,0.094417476,0.02038835,0.02038835,,0.107524272,0.033009709,0.003398058,,0.697572816,2131,210
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0120006,PPO,Bronze Expanded,30432,29337,1095,2747,2274,473,0.090266824,0.077513038,0.43196347,546,38,93,98,513,35,35,**,692,124,**,**,1183,0.035227273,0.194318182,0.013257576,0.013257576,,0.262121212,0.046969697,,,0.448106061,1356,121
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0120007,PPO,Bronze Expanded,40607,39313,1294,3213,2697,516,0.079124289,0.068603261,0.398763524,966,**,103,80,348,61,61,**,308,191,15,**,2099,0.03296,0.11136,0.01952,0.01952,,0.09856,0.06112,0.0048,,0.67168,1985,194
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0120009,PPO,Catastrophic,864,850,14,57,46,11,0.065972222,0.054117647,0.785714286,41,**,**,**,**,,**,**,**,11,**,**,39,,,,,,,0.22,,,0.78,51,12
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0120016,PPO,Bronze Expanded,4260,3899,361,563,345,218,0.132159624,0.088484227,0.603878116,85,**,**,**,134,,**,**,**,184,**,**,222,,0.248148148,,,,,0.340740741,,,0.411111111,199,31
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0120017,PPO,Silver,13681,13283,398,868,808,60,0.063445655,0.060829632,0.150753769,387,**,35,20,127,14,14,**,**,11,**,**,642,0.042219542,0.153196622,0.016887817,0.016887817,,,0.013268999,,,0.774427021,442,53
ND,89364,Sanford Health Plan,No,420859,20447,0.066088502,89364ND0120018,PPO,Gold,7497,7312,185,379,257,122,0.050553555,0.035147702,0.659459459,392,**,**,**,58,,**,**,**,97,**,**,193,,0.166666667,,,,,0.278735632,,,0.554597701,247,26
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0010011,HMO,Silver,738387,704326,34061,96787,85388,11399,0.13107896,0.121233633,0.334664279,35124,385,17661,11390,41207,13866,13542,324,20002,7985,**,28823,27074,0.112764816,0.263105135,0.088533885,0.086465157,0.002068728,0.127712013,0.050983923,,0.184033764,0.172866465,8850,1193
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0010016,HMO,Bronze Expanded,279032,258472,20560,40458,34217,6241,0.144994123,0.132381844,0.303550584,13598,580,6258,6217,14115,4569,4423,146,6189,7195,**,15352,6866,0.103362844,0.233136232,0.075465777,0.073054308,0.002411469,0.102223177,0.118839191,,0.253567653,0.113405127,8696,2171
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0010019,HMO,Gold,16371,15426,945,2338,2116,222,0.142813512,0.13717101,0.234920635,778,19,508,262,1271,373,353,20,397,209,**,533,646,0.129032258,0.322834646,0.094742189,0.089662179,0.00508001,0.100838202,0.053086106,,0.135382271,0.164084328,205,26
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0010052,HMO,Bronze Expanded,41600,39280,2320,6100,5228,872,0.146634615,0.133095723,0.375862069,2084,170,1048,1002,2540,732,732,**,1014,845,**,1950,1251,0.111727079,0.270788913,0.07803838,0.07803838,,0.108102345,0.090085288,,0.207889126,0.13336887,1052,270
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0010059,HMO,Silver,1765379,1667989,97390,233879,203117,30762,0.132480901,0.121773585,0.315864052,86480,1436,42123,30586,99236,33095,32401,694,45465,21736,**,76961,59901,0.111284302,0.262170523,0.087433325,0.085599854,0.001833471,0.120113496,0.057424105,,0.20332244,0.158251809,21603,3746
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0010060,HMO,Gold,31630,28930,2700,4283,3464,819,0.135409421,0.119737297,0.303333333,1481,30,842,811,2121,705,688,17,725,386,**,1212,876,0.122615407,0.308868502,0.102664919,0.100189311,0.002475608,0.105577399,0.056210864,,0.176496287,0.127566623,464,77
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0010063,HMO,Bronze Expanded,397224,368961,28263,57708,50485,7223,0.145278231,0.13683018,0.255563811,19498,1182,8834,8025,21646,7089,6910,179,8609,9749,**,23055,10245,0.099005906,0.24259473,0.079449046,0.077442926,0.002006119,0.096484248,0.10926065,,0.258385915,0.114819505,14185,2884
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0010064,HMO,Silver,1292344,1226185,66159,178373,156119,22254,0.138022848,0.127320918,0.336371469,69200,946,33888,22903,75947,27421,26750,671,36462,18761,**,57049,45677,0.114794804,0.257268678,0.092887993,0.090614996,0.002272997,0.123514168,0.063552447,,0.193252147,0.154729764,14838,2619
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0010065,HMO,Gold,9289,8691,598,1334,1122,212,0.143610722,0.129099068,0.35451505,607,**,344,173,896,297,283,14,230,97,**,423,245,0.135860979,0.353870458,0.117298578,0.111769352,0.005529226,0.090837283,0.038309637,,0.167061611,0.096761453,131,28
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0030010,HMO,Bronze Expanded,37629,35616,2013,5192,4639,553,0.137978687,0.130250449,0.274714357,1795,54,646,644,2461,498,498,**,996,782,**,1701,1310,0.076959733,0.293185609,0.059328091,0.059328091,,0.118656183,0.093161782,,0.202644746,0.156063855,705,147
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0030019,HMO,Gold,59261,56075,3186,6881,5946,935,0.116113464,0.106036558,0.293471438,1960,104,1121,750,3031,776,751,25,967,520,**,2381,1748,0.106316388,0.287462064,0.073596358,0.071225341,0.002371017,0.091710926,0.049317147,,0.22581563,0.165781487,674,105
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0030026,HMO,Silver,358069,339473,18596,48880,42981,5899,0.136510002,0.126610953,0.317218757,17400,235,9009,5676,21897,7282,7041,241,9445,3734,**,15005,13033,0.113456331,0.275763491,0.091707071,0.088671998,0.003035073,0.11894717,0.047024747,,0.188967949,0.164133241,4351,642
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0030052,HMO,Bronze Expanded,5747,5522,225,767,697,70,0.133460936,0.126222383,0.311111111,202,**,80,89,286,68,68,**,99,146,**,313,239,0.064987815,0.232331438,0.055239643,0.055239643,,0.080422421,0.118602762,,0.254264825,0.194151097,136,32
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0030059,HMO,Silver,970492,915494,54998,131666,114674,16992,0.135669331,0.12525915,0.308956689,48468,830,23772,16952,59824,19790,19240,550,24942,12511,**,43188,31637,0.11022702,0.277394465,0.091763113,0.08921285,0.002550263,0.115652126,0.058011536,,0.200255954,0.146695786,11607,2208
MS,90714,Ambetter of Magnolia Inc.,No,8387542,1146839,0.1479529,90714MS0030060,HMO,Gold,24026,23158,868,3224,2923,301,0.134187963,0.126219881,0.346774194,1134,23,542,316,1556,419,403,16,593,419,**,1065,746,0.101498127,0.291385768,0.078464419,0.075468165,0.002996255,0.111048689,0.078464419,,0.199438202,0.139700375,286,52
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0080037,HMO,Bronze Expanded,136827,122630,14197,19924,15195,4729,0.145614535,0.123909321,0.333098542,9130,309,3642,5505,6074,3171,3066,105,7986,723,**,9529,4191,0.103126062,0.171990033,0.089789331,0.086816174,0.002973157,0.2261298,0.020472307,,0.269821044,0.118671424,2940,295
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0080044,HMO,Silver,529369,481978,47391,76108,58141,17967,0.143771169,0.120629987,0.379122618,41060,1058,14899,20857,26518,13471,13111,360,34021,2786,**,35755,18551,0.102047246,0.181628893,0.092266491,0.089800755,0.002465737,0.233018952,0.019082061,,0.244895583,0.127060774,8633,796
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0080059,HMO,Gold,122726,111558,11168,19294,15525,3769,0.157212001,0.139165277,0.337482092,9952,275,4067,3795,7089,3709,3600,109,8059,471,**,8774,4719,0.110252657,0.192176318,0.100547604,0.097592713,0.00295489,0.218472132,0.01276838,,0.237855129,0.127927781,1489,130
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0080097,HMO,Silver,291401,266232,25169,42390,34670,7720,0.145469645,0.130224766,0.306726529,23362,571,10064,8493,16666,8656,8317,339,17744,1639,**,20868,9408,0.118337351,0.195966841,0.10178141,0.097795285,0.003986125,0.208642483,0.01927215,,0.245375977,0.110623787,4404,565
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0080113,HMO,Gold,99703,91165,8538,13452,10967,2485,0.134920715,0.12029836,0.291051769,6832,200,3018,2851,5345,2653,2584,69,4997,888,**,6238,2524,0.117601216,0.208276507,0.103378405,0.100689709,0.002688696,0.194716128,0.034602346,,0.243073686,0.098351713,1141,158
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0080119,HMO,Bronze Expanded,78609,69275,9334,14015,10636,3379,0.178287473,0.153533021,0.362009856,6974,330,2536,3372,6705,2083,2058,25,4747,1188,**,6295,2434,0.0975835,0.258003694,0.080152378,0.079190396,0.000961982,0.182661228,0.045713406,,0.242227182,0.093658612,2862,542
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0080122,HMO,Bronze Expanded,38802,34173,4629,6683,5104,1579,0.17223339,0.14935768,0.341110391,3478,157,1011,1679,2960,865,865,**,2452,625,**,3117,1193,0.082712918,0.242166408,0.070768224,0.070768224,,0.200605416,0.05113311,,0.255011045,0.09760288,1645,307
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0080123,HMO,Silver,33208,30661,2547,4707,3990,717,0.141742954,0.130132742,0.281507656,2557,68,1213,698,1861,1166,1151,15,1901,217,**,2012,1327,0.125090234,0.191915025,0.120243374,0.118696504,0.00154687,0.196040012,0.022378055,,0.207486852,0.136846447,421,71
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0080124,HMO,Gold,8329,7276,1053,1277,890,387,0.153319726,0.122319956,0.367521368,799,20,474,412,444,456,418,38,599,61,**,598,194,0.167728238,0.157112527,0.161358811,0.147912243,0.013446568,0.211960368,0.02158528,,0.211606511,0.068648266,134,16
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0180037,HMO,Bronze Expanded,18466,16601,1865,2835,2077,758,0.153525398,0.125112945,0.406434316,1264,45,557,705,979,534,507,27,1016,148,**,1238,535,0.111244258,0.195526263,0.106650689,0.101258238,0.005392451,0.202915918,0.029558618,,0.247253845,0.106850409,471,46
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0180044,HMO,Silver,102140,92919,9221,15881,12314,3567,0.155482671,0.132524026,0.3868344,8686,266,3206,3649,6241,2905,2678,227,7133,704,**,7090,3856,0.102970933,0.200449655,0.093303356,0.086012526,0.00729083,0.229099085,0.022611209,,0.227718002,0.12384776,1841,211
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0180059,HMO,Gold,44403,40289,4114,7784,6219,1565,0.17530347,0.154359751,0.380408362,3648,106,1982,1551,2662,1840,1813,27,2733,227,**,3453,1594,0.13677455,0.183700228,0.126975364,0.125112139,0.001863225,0.188599821,0.015664895,,0.238285833,0.10999931,551,63
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0180113,HMO,Gold,58321,52796,5525,8679,6804,1875,0.148814321,0.128873399,0.339366516,4530,129,2571,1877,3477,2283,2082,201,3089,394,**,3675,1589,0.15054456,0.203595269,0.133680759,0.121911231,0.011769528,0.180875981,0.023070617,,0.215189132,0.093043682,763,129
AZ,91450,"Health Net of Arizona, Inc.",No,3589419,468270,0.151535409,91450AZ0180119,HMO,Bronze Expanded,26281,23656,2625,3770,2994,776,0.14344964,0.126564085,0.295619048,1900,47,712,727,1889,611,591,20,1528,123,**,1866,643,0.09658166,0.256239826,0.082881172,0.080168204,0.002712968,0.207270754,0.016684753,,0.253119913,0.087221921,587,93
OK,91908,Oscar Insurance Company,No,238001,51193,0.232999463,91908OK0010005,PPO,Bronze Expanded,36378,26529,9849,9009,6111,2898,0.247649678,0.230351691,0.29424307,271,130,606,2579,1079,295,259,36,1452,**,13,2904,77,0.094304388,0.167911609,0.045907252,0.040305011,0.005602241,0.225957049,,0.002023031,0.451914099,0.011982571,1888,507
OK,91908,Oscar Insurance Company,No,238001,51193,0.232999463,91908OK0010011,PPO,Catastrophic,88,64,24,26,26,**,0.295454545,0.40625,,**,**,14,**,**,,**,**,**,**,**,13,**,0.518518519,,,,,,,,0.481481481,,**,**
OK,91908,Oscar Insurance Company,No,238001,51193,0.232999463,91908OK0010024,PPO,Bronze Expanded,11422,8848,2574,2502,1714,788,0.219050954,0.193716094,0.306138306,37,37,107,680,350,95,95,**,519,**,**,708,34,0.059018202,0.193050193,0.052399338,0.052399338,,0.286265858,,,0.390512962,0.018753447,576,86
OK,91908,Oscar Insurance Company,No,238001,51193,0.232999463,91908OK0010025,PPO,Silver,122519,92119,30400,28919,19696,9223,0.23603686,0.213810397,0.303388158,898,927,2046,7900,3265,1302,1286,16,5628,20,70,8232,456,0.097340501,0.155335649,0.061943955,0.061182739,0.000761216,0.267757743,0.00095152,0.00333032,0.391645654,0.021694657,5014,1098
OK,91908,Oscar Insurance Company,No,238001,51193,0.232999463,91908OK0010030,PPO,Silver,13538,11377,2161,2522,1996,526,0.186290442,0.175441681,0.243405831,92,**,299,461,352,90,90,**,769,**,**,487,55,0.145711501,0.171539961,0.043859649,0.043859649,,0.374756335,,,0.237329435,0.026803119,421,65
OK,91908,Oscar Insurance Company,No,238001,51193,0.232999463,91908OK0010045,PPO,Silver,5581,4634,947,1212,898,314,0.217165383,0.193785067,0.33157339,91,**,150,264,193,52,52,**,291,**,**,249,**,0.160427807,0.206417112,0.055614973,0.055614973,,0.311229947,,,0.26631016,,231,59
OK,91908,Oscar Insurance Company,No,238001,51193,0.232999463,91908OK0010050,PPO,Bronze Expanded,6221,4852,1369,1330,970,360,0.213791995,0.19991756,0.262965668,116,40,67,304,152,11,11,**,289,**,**,495,**,0.066074951,0.149901381,0.010848126,0.010848126,,0.285009862,,,0.48816568,,331,52
OK,91908,Oscar Insurance Company,No,238001,51193,0.232999463,91908OK0010052,PPO,Silver,105140,76935,28205,24793,17120,7673,0.235809397,0.222525509,0.272043964,449,611,1766,7161,2526,1007,982,25,4484,21,40,7639,149,0.100158802,0.14326225,0.057112069,0.055694192,0.001417877,0.254310345,0.001191016,0.002268603,0.43324637,0.008450544,4421,1169
OK,91908,Oscar Insurance Company,No,238001,51193,0.232999463,91908OK0010053,PPO,Gold,15603,12643,2960,3424,2662,762,0.219444979,0.210551293,0.257432432,219,98,348,759,564,191,191,**,683,24,**,825,13,0.13141994,0.212990937,0.072129909,0.072129909,,0.257930514,0.009063444,,0.311555891,0.004909366,507,107
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0050029,EPO,Bronze Expanded,5364,5226,138,1762,1627,135,0.328486204,0.311327976,0.97826087,474,114,53,**,22,,**,**,53,521,**,737,376,0.030079455,0.012485812,,,,0.030079455,0.29568672,,0.418274688,0.213393871,123,16
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0050045,EPO,Gold,2019,1734,285,907,629,278,0.449232293,0.362745098,0.975438596,109,90,16,**,**,,**,**,17,239,**,418,213,0.017718715,,,,,0.018826135,0.264673311,,0.46290144,0.235880399,17,**
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0050055,EPO,Gold,370,359,11,196,185,11,0.52972973,0.515320334,1,65,**,**,**,**,,**,**,14,25,**,101,50,,,,,,0.073684211,0.131578947,,0.531578947,0.263157895,**,**
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0050057,EPO,Silver,15060,14521,539,5991,5485,506,0.397808765,0.377728807,0.93877551,685,165,395,25,77,,**,**,252,1207,**,2031,2004,0.066208515,0.01290647,,,,0.042239356,0.202313108,,0.340429098,0.335903453,356,67
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0060027,EPO,Silver,5144,4553,591,3056,2472,584,0.594090202,0.542938722,0.988155668,199,294,29,27,15,,**,**,68,615,**,577,1725,0.009574117,0.004952129,,,,0.022449653,0.203037306,,0.190491912,0.569494883,95,28
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0060029,EPO,Bronze Expanded,31108,29538,1570,10118,8628,1490,0.325253954,0.292098314,0.949044586,1000,666,298,47,166,,**,**,422,1434,**,3508,4243,0.029589912,0.016482971,,,,0.041902492,0.142389038,,0.348326879,0.421308708,755,133
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0060045,EPO,Gold,14619,14238,381,4431,4073,358,0.303098707,0.286065459,0.939632546,372,161,161,**,141,,**,**,260,521,**,1629,1718,0.036343115,0.031828442,,,,0.058690745,0.117607223,,0.36772009,0.387810384,213,27
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0060055,EPO,Gold,5971,5724,247,2254,2011,243,0.377491208,0.351327743,0.983805668,292,194,34,**,11,,**,**,40,167,**,1633,369,0.015084295,0.004880213,,,,0.017746229,0.074090506,,0.724489796,0.163708962,39,**
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0060057,EPO,Silver,81726,77599,4127,24985,21230,3755,0.305716663,0.273586,0.909861885,2874,1736,728,24,293,,**,**,1100,3679,**,9545,9616,0.029165498,0.011738312,,,,0.044068747,0.147389928,,0.382396539,0.385240976,1407,201
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0070027,EPO,Silver,6087,5601,486,2539,2075,464,0.417118449,0.370469559,0.95473251,300,122,47,**,42,,**,**,79,572,**,752,1043,0.018540434,0.016568047,,,,0.031163708,0.225641026,,0.296646943,0.411439842,123,30
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0070029,EPO,Bronze Expanded,34207,32275,1932,11131,9290,1841,0.325401234,0.287838885,0.952898551,1104,552,326,323,122,,**,**,544,2214,**,3738,3864,0.030162842,0.011287935,,,,0.050333087,0.204848261,,0.345854922,0.357512953,1073,155
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0070045,EPO,Gold,30151,26996,3155,10291,7186,3105,0.341315379,0.266187583,0.984152139,698,494,238,72,245,,**,**,437,2861,**,3618,2820,0.02328995,0.023974949,,,,0.04276348,0.279968686,,0.354046384,0.275956552,509,63
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0070055,EPO,Gold,4866,4317,549,1905,1361,544,0.391491985,0.31526523,0.990892532,144,156,38,**,**,,**,**,57,306,**,1192,302,0.02005277,,,,,0.030079156,0.161477573,,0.629023747,0.159366755,31,**
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0070057,EPO,Silver,170466,159962,10504,57173,47381,9792,0.335392395,0.296201598,0.932216299,4166,2121,2825,857,906,,**,**,2717,9905,**,21517,18444,0.050165145,0.016088362,,,,0.048247327,0.175888767,,0.382089711,0.327520688,4174,657
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0080029,EPO,Bronze Expanded,5529,5424,105,1569,1461,108,0.283776451,0.269358407,1.028571429,392,13,73,**,12,,**,**,76,249,**,744,407,0.046764894,0.00768738,,,,0.048686739,0.159513133,,0.476617553,0.260730301,142,18
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0080045,EPO,Gold,3019,2943,76,1088,1012,76,0.360384233,0.343866803,1,151,**,34,**,**,,**,**,92,194,**,405,358,0.031394275,,,,,0.084949215,0.179132041,,0.373961219,0.33056325,43,**
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0080055,EPO,Gold,481,481,**,104,104,**,0.216216216,0.216216216,,17,**,**,**,**,,**,**,**,**,**,58,33,,,,,,,,,0.637362637,0.362637363,**,0
IA,93078,Medica Insurance Company,No,573690,178176,0.347070223,93078IA0080057,EPO,Silver,24162,23417,745,7970,7334,636,0.3298568,0.313191271,0.853691275,1511,136,228,19,54,,**,**,254,1336,24,3642,2413,0.028675638,0.006791599,,,,0.031945667,0.168029179,0.003018488,0.45805559,0.303483839,498,59
